2.953e+10,5.046,23.89,0.00849,0.1221,-2.075,0.02066,0.01914,0.01806,-0.3321
2.918e+10,5.258,29.4,0.007801,0.1668,-2.535,0.01259,0.01199,0.01111,-0.3051
2.929e+10,5.036,22.08,0.008577,0.1656,-2.107,0.01292,0.01193,0.0114,-0.3105
2.811e+10,5.096,25.43,0.008133,0.176,-1.883,0.01165,0.01078,0.009913,-0.3964
3.298e+10,4.66,20.75,0.008965,0.1377,-2.518,0.01595,0.0148,0.01369,-0.3753
2.675e+10,3.888,24.44,0.009273,0.1663,-1.963,0.008124,0.007795,0.007434,-0.2177
3.297e+10,4.595,30.1,0.008969,0.1491,-2.464,0.0123,0.01186,0.01065,-0.3482
3.692e+10,5.28,26.45,0.009907,0.1269,-2.236,0.02074,0.01885,0.01749,-0.4206
2.786e+10,4.512,25.25,0.007871,0.1574,-2.116,0.01138,0.01043,0.01019,-0.2768
2.579e+10,5.399,24.1,0.01037,0.1615,-2.266,0.01468,0.01346,0.01267,-0.3641
2.598e+10,3.685,23.35,0.008062,0.1568,-2.033,0.008418,0.008159,0.007652,-0.2318
3.538e+10,5.285,25.52,0.01036,0.1666,-2.299,0.01341,0.01215,0.01145,-0.3916
3.802e+10,5.038,28.44,0.008977,0.12,-2.481,0.02039,0.01922,0.01733,-0.396
3.353e+10,3.643,30.62,0.00857,0.1538,-1.795,0.00805,0.007718,0.007335,-0.2279
2.813e+10,5.105,29.08,0.0104,0.1751,-2.202,0.01125,0.01037,0.009799,-0.3415
3.548e+10,3.785,24.09,0.007588,0.1762,-2.113,0.007204,0.007144,0.006651,-0.1911
2.683e+10,4.851,22.64,0.008595,0.1645,-2.417,0.01219,0.0113,0.0108,-0.3001
3.039e+10,5.164,29.43,0.008947,0.134,-2.407,0.01763,0.01606,0.01535,-0.3444
2.666e+10,5.014,22.89,0.008125,0.139,-2.222,0.01691,0.01592,0.01478,-0.3298
2.642e+10,4.988,26.93,0.008263,0.131,-2.125,0.01771,0.01636,0.01537,-0.3497
2.605e+10,4.252,25.98,0.00758,0.1471,-2.056,0.01185,0.01084,0.01023,-0.3639
3.795e+10,5.239,25.61,0.009233,0.1509,-2.216,0.01547,0.01445,0.013,-0.4245
3.503e+10,5.058,22.93,0.01033,0.1479,-2.524,0.01542,0.01445,0.01346,-0.3337
2.976e+10,4.155,22.11,0.008391,0.1573,-1.85,0.01007,0.009935,0.009432,-0.1577
3.282e+10,5.271,25.14,0.009802,0.123,-1.829,0.0216,0.0202,0.01869,-0.3548
2.869e+10,4.773,28.62,0.00996,0.176,-2.538,0.009943,0.009427,0.008741,-0.3149
2.788e+10,4.534,22.19,0.01087,0.1589,-2.354,0.0119,0.01089,0.01015,-0.3925
3.022e+10,4.024,22.8,0.01044,0.1452,-2.434,0.01125,0.01055,0.009817,-0.3343
2.861e+10,4.697,21.46,0.01016,0.156,-2.41,0.01295,0.01189,0.01096,-0.4104
3.436e+10,4.723,23.12,0.007796,0.1493,-1.967,0.01361,0.01301,0.01192,-0.3224
3.745e+10,4.098,21.65,0.009257,0.1548,-2.335,0.01048,0.01011,0.00926,-0.2999
2.669e+10,3.841,28.72,0.009113,0.1453,-2.087,0.009886,0.009266,0.008981,-0.2388
3.191e+10,4.86,28.26,0.0111,0.125,-2.529,0.0184,0.01674,0.01529,-0.4554
2.824e+10,4.313,29.35,0.009878,0.1427,-2.546,0.01212,0.01144,0.01058,-0.3323
2.876e+10,4.739,22.58,0.01011,0.1763,-2.422,0.01057,0.009459,0.009275,-0.3288
2.964e+10,4.48,25.17,0.0111,0.123,-2.465,0.0171,0.01612,0.01499,-0.3226
3.342e+10,4.066,20.87,0.008032,0.1755,-1.781,0.008653,0.008165,0.007724,-0.2794
2.738e+10,4.29,27.18,0.007519,0.159,-2.018,0.01015,0.009678,0.008949,-0.307
2.625e+10,4.84,29.76,0.008837,0.136,-2.316,0.01581,0.01458,0.01371,-0.3519
2.883e+10,5.247,29.49,0.007684,0.1545,-2.001,0.01422,0.01327,0.01255,-0.3082
3.088e+10,4.311,22.07,0.009675,0.1348,-2.02,0.01439,0.01344,0.01235,-0.3744
3.301e+10,4.752,25.43,0.008803,0.1353,-1.917,0.01588,0.01468,0.01369,-0.3655
3.13e+10,4.958,30.63,0.009725,0.1414,-1.887,0.01511,0.01389,0.01303,-0.3657
3.799e+10,3.686,27.09,0.008907,0.1694,-2.474,0.00715,0.006648,0.006184,-0.3568
3.48e+10,3.95,23.7,0.01067,0.1401,-2.204,0.01152,0.01076,0.009994,-0.3488
3.214e+10,4.139,28.74,0.00827,0.1643,-2.323,0.009054,0.008469,0.007916,-0.3301
3.472e+10,3.664,25.18,0.008086,0.1204,-2.195,0.01296,0.01239,0.01157,-0.2769
2.668e+10,3.926,30.79,0.008286,0.1715,-1.804,0.007517,0.007104,0.007048,-0.1624
2.7e+10,3.74,21.8,0.01062,0.1641,-1.877,0.008239,0.007493,0.007235,-0.3244
2.979e+10,5.317,26.61,0.01042,0.1628,-2.078,0.01402,0.01288,0.01185,-0.4135
2.95e+10,3.807,23.28,0.01086,0.1419,-1.984,0.01086,0.009906,0.009606,-0.3066
3.112e+10,4.283,21.16,0.009762,0.1319,-1.747,0.01481,0.01358,0.01275,-0.3701
3.386e+10,4.527,23.07,0.01115,0.1565,-1.84,0.01197,0.01121,0.0102,-0.3909
3.326e+10,5.371,22.82,0.009493,0.1581,-1.862,0.01541,0.01419,0.01327,-0.3688
3.341e+10,3.648,21.73,0.009632,0.1717,-1.792,0.007295,0.006675,0.006255,-0.38
2.643e+10,4.063,23.82,0.009052,0.1268,-2.008,0.01425,0.01301,0.01202,-0.4193
2.593e+10,4.614,28.27,0.009118,0.1306,-2.236,0.01565,0.01422,0.01393,-0.2924
3.504e+10,4.546,22.14,0.008668,0.1258,-2.413,0.01725,0.01607,0.01491,-0.358
3.274e+10,4.343,26.84,0.00978,0.1275,-1.94,0.0152,0.01382,0.01296,-0.3944
2.907e+10,4.715,26.97,0.009012,0.1513,-1.828,0.01277,0.01207,0.01086,-0.3942
3.441e+10,4.363,23.27,0.009062,0.1445,-2.12,0.0127,0.01181,0.01155,-0.2375
3.594e+10,4.894,22.12,0.007865,0.1484,-2.26,0.01505,0.01373,0.01306,-0.352
3.48e+10,4.813,25.18,0.009821,0.1638,-1.867,0.01195,0.01102,0.01048,-0.3252
3.815e+10,4.179,21.84,0.007644,0.1772,-2.033,0.008695,0.008226,0.007617,-0.3236
3.426e+10,4.068,26.74,0.007534,0.171,-2.504,0.008299,0.007679,0.007455,-0.2676
2.59e+10,4.887,29.82,0.008536,0.149,-2.253,0.01337,0.01284,0.01182,-0.2994
3.286e+10,3.91,20.98,0.01092,0.1247,-2.299,0.01431,0.01316,0.01202,-0.4281
3.001e+10,4.963,20.87,0.007888,0.1688,-1.745,0.01266,0.01178,0.01097,-0.3523
3.386e+10,4.089,23.66,0.007987,0.1233,-1.993,0.01485,0.01401,0.01316,-0.2966
2.984e+10,4.126,26.85,0.009532,0.1333,-2.494,0.01293,0.01212,0.01112,-0.3689
3.708e+10,3.866,25.5,0.008047,0.1539,-2.454,0.009192,0.00887,0.008158,-0.2894
3.655e+10,4.267,23.55,0.00914,0.1367,-2.474,0.01355,0.01259,0.01193,-0.3146
3.297e+10,4.845,26.16,0.01076,0.1266,-2.182,0.01809,0.01674,0.01585,-0.3268
3.825e+10,4.605,23.34,0.008329,0.1718,-2.53,0.01037,0.009762,0.009134,-0.3115
2.934e+10,4.409,29.82,0.01023,0.1479,-1.773,0.01178,0.01088,0.01048,-0.2909
3.444e+10,4.4,30.22,0.008587,0.1568,-2.445,0.01063,0.009955,0.009409,-0.3007
3.401e+10,4.546,24.5,0.008526,0.1503,-2.265,0.01259,0.01172,0.011,-0.3325
3.188e+10,4.282,30.33,0.01092,0.1726,-2.184,0.008517,0.00812,0.007532,-0.2998
3.24e+10,3.667,24.2,0.009515,0.1609,-2.135,0.00803,0.007158,0.007177,-0.2857
3.009e+10,4.857,26.02,0.008265,0.1252,-1.934,0.0187,0.0171,0.01606,-0.3763
2.581e+10,3.638,28.08,0.01044,0.1414,-2.264,0.009447,0.008986,0.008486,-0.2631
3.054e+10,5.013,25.85,0.007952,0.1571,-2.266,0.01351,0.01248,0.01163,-0.369
3.225e+10,4.447,23.31,0.007853,0.1254,-2.342,0.01653,0.01537,0.01461,-0.3053
3.022e+10,3.902,30.76,0.009745,0.1553,-1.855,0.009029,0.008618,0.00833,-0.1991
3.051e+10,4.889,29.08,0.007606,0.1612,-1.991,0.01202,0.01124,0.01041,-0.3527
3.02e+10,5.118,28.15,0.009147,0.1664,-1.704,0.01242,0.01135,0.01082,-0.3425
2.814e+10,4.497,24.24,0.00886,0.1238,-2.005,0.01704,0.01585,0.01505,-0.3069
3.223e+10,3.768,28.02,0.007974,0.145,-2.098,0.009685,0.00907,0.00845,-0.3349
3.824e+10,4.001,30.06,0.01084,0.1731,-2.133,0.007742,0.007219,0.006934,-0.2734
2.759e+10,4.235,24.64,0.008881,0.1603,-1.978,0.00984,0.009481,0.008836,-0.2618
3.183e+10,4.062,30.52,0.007865,0.1357,-2.214,0.01203,0.01103,0.01053,-0.3307
3.191e+10,4.766,27.4,0.01089,0.1328,-2.006,0.01647,0.01496,0.01389,-0.4206
3.638e+10,3.979,26.38,0.01107,0.1684,-1.891,0.008548,0.008031,0.007376,-0.3606
2.597e+10,5.143,22.53,0.008763,0.1502,-1.926,0.01555,0.01435,0.01353,-0.3438
2.67e+10,3.612,24.58,0.007845,0.1486,-2.232,0.008765,0.008354,0.008278,-0.1437
2.666e+10,5.263,23.47,0.01014,0.1779,-2.403,0.01205,0.01112,0.01055,-0.329
3.491e+10,4.432,25.82,0.009763,0.1645,-2.252,0.01022,0.009864,0.009231,-0.2476
3.228e+10,4.518,29.94,0.01114,0.1325,-1.899,0.01497,0.01369,0.01294,-0.3609
3.296e+10,4.37,25.63,0.008618,0.178,-2.394,0.008903,0.008257,0.007751,-0.3416
2.772e+10,3.62,25.4,0.01098,0.1369,-1.884,0.01015,0.009498,0.008952,-0.3093
3.415e+10,5.326,24.64,0.009348,0.1651,-2.533,0.01373,0.01269,0.01205,-0.323
2.689e+10,3.831,25.77,0.009394,0.1501,-2.007,0.009328,0.009064,0.008609,-0.1953
3.6e+10,4.847,22.62,0.009996,0.1783,-2.105,0.011,0.01013,0.009627,-0.3295
2.612e+10,3.725,25.95,0.007712,0.1597,-2.378,0.008194,0.007594,0.007373,-0.2634
3.465e+10,5.357,21.93,0.01068,0.1636,-2.029,0.01499,0.0135,0.0127,-0.4112
2.874e+10,4.79,29.52,0.009866,0.1485,-2.495,0.01353,0.01248,0.01164,-0.3721
3.133e+10,4.884,24.68,0.01021,0.1756,-2.332,0.01087,0.009951,0.009381,-0.3646
3.462e+10,3.607,30.04,0.009948,0.1584,-1.882,0.007502,0.007128,0.006614,-0.3076
3.676e+10,5.012,30.1,0.01058,0.1442,-1.712,0.01498,0.01374,0.01292,-0.3654
3.742e+10,5.03,22.99,0.008157,0.1678,-1.726,0.01278,0.0116,0.01084,-0.4071
3.832e+10,4.735,21.42,0.009917,0.1274,-1.983,0.01848,0.01669,0.01613,-0.3405
3.099e+10,4.811,26.8,0.009875,0.1366,-2.416,0.01567,0.01426,0.01334,-0.3984
3.747e+10,5.369,25.86,0.008527,0.1307,-1.758,0.01986,0.01856,0.01757,-0.3023
2.925e+10,4.217,22.12,0.007674,0.1675,-2.119,0.009636,0.00906,0.008269,-0.3737
3.225e+10,3.918,30.49,0.00904,0.1625,-1.758,0.008192,0.007815,0.007792,-0.1266
3.455e+10,5.358,24.28,0.01112,0.1349,-2.504,0.01964,0.01802,0.01668,-0.4028
3.68e+10,4.442,27.19,0.009764,0.1267,-2.237,0.01589,0.01457,0.01359,-0.3856
3.299e+10,4.001,29.51,0.009226,0.1743,-2.494,0.0077,0.007028,0.006735,-0.3331
3.252e+10,5.163,22.45,0.01088,0.1397,-2.236,0.01785,0.01668,0.01522,-0.389
3.176e+10,4.093,21.61,0.008148,0.1343,-2.382,0.01339,0.01234,0.01191,-0.2909
3.706e+10,4.111,27.25,0.009947,0.1644,-2.303,0.009124,0.008391,0.00826,-0.2501
3.441e+10,5.307,21.88,0.008337,0.1733,-2.463,0.01315,0.01223,0.01158,-0.3129
3.508e+10,4.89,26.99,0.008247,0.1575,-2.201,0.01292,0.01185,0.01105,-0.3872
3.164e+10,4.474,29.68,0.009464,0.1563,-1.717,0.01102,0.01025,0.00942,-0.3857
3.235e+10,4.505,29.32,0.01106,0.1409,-1.768,0.01343,0.01235,0.01175,-0.331
2.989e+10,3.754,28.29,0.008756,0.1207,-1.964,0.01307,0.01214,0.01151,-0.3144
3.423e+10,4.257,30.83,0.009872,0.1205,-1.959,0.01551,0.01441,0.01344,-0.3517
3.046e+10,4.995,28.12,0.008224,0.133,-2.129,0.01732,0.01586,0.01495,-0.3638
2.721e+10,4.898,21.05,0.01087,0.1519,-2.496,0.0145,0.01333,0.01252,-0.3632
3.108e+10,4.037,25.78,0.01094,0.1263,-2.351,0.01384,0.01264,0.01191,-0.3713
2.81e+10,5.313,30.69,0.008093,0.1634,-1.954,0.01335,0.01233,0.01107,-0.4572
3.221e+10,4.733,26.33,0.008788,0.1202,-2.466,0.01874,0.01751,0.0167,-0.2848
3.012e+10,4.808,22.08,0.00904,0.1252,-1.767,0.01918,0.01739,0.0167,-0.3452
3.152e+10,3.882,21.81,0.008605,0.1632,-2.483,0.008875,0.008201,0.007785,-0.3244
3.253e+10,4.971,28.29,0.007775,0.1787,-2.315,0.0106,0.009761,0.009364,-0.3078
3.573e+10,5.397,29.49,0.008925,0.1423,-1.808,0.01717,0.01569,0.01464,-0.3936
3.454e+10,4.123,23.26,0.008348,0.1348,-2.448,0.01288,0.01213,0.01158,-0.2625
3.475e+10,5.333,26.34,0.009574,0.1692,-2.247,0.01323,0.012,0.01112,-0.4299
2.991e+10,5.05,28.46,0.00782,0.1566,-2.124,0.01317,0.01238,0.01154,-0.324
2.947e+10,4.999,23.65,0.00957,0.132,-2.37,0.01814,0.01688,0.01582,-0.3381
3.724e+10,4.634,28.26,0.008862,0.1558,-1.969,0.01192,0.01107,0.01021,-0.378
3.035e+10,3.798,25.91,0.01051,0.1209,-1.804,0.01346,0.01272,0.01216,-0.2499
2.718e+10,3.718,29.86,0.01094,0.1222,-2.225,0.0124,0.01184,0.01074,-0.3508
2.722e+10,4.259,27.96,0.007911,0.1512,-1.727,0.01095,0.01049,0.009525,-0.3389
3.081e+10,3.825,30.32,0.009533,0.1279,-2.346,0.01188,0.01125,0.01055,-0.2906
3.106e+10,4.942,28.38,0.01065,0.1463,-2.275,0.01433,0.01336,0.01234,-0.3684
2.837e+10,4.46,28.23,0.008857,0.138,-2.041,0.01365,0.01269,0.01212,-0.2952
3.542e+10,5.2,23.98,0.00861,0.1283,-1.734,0.02046,0.01879,0.01727,-0.4172
3.727e+10,4.483,27,0.00983,0.1789,-2.048,0.009107,0.008492,0.007706,-0.4084
3.679e+10,4.678,27.58,0.008831,0.1465,-2.513,0.01333,0.01221,0.01133,-0.4
3.287e+10,3.712,28.25,0.009968,0.1708,-2.24,0.006901,0.006683,0.006279,-0.2297
3.442e+10,4.727,23.97,0.009674,0.1699,-2.18,0.01114,0.01031,0.009576,-0.3722
3.193e+10,4.232,28.17,0.008643,0.1314,-1.933,0.01379,0.01248,0.01179,-0.3892
3.519e+10,3.761,26.1,0.009464,0.1737,-2.111,0.007196,0.006592,0.006478,-0.2643
2.989e+10,4.107,25.3,0.007667,0.1458,-2.547,0.01115,0.01069,0.009866,-0.2984
2.706e+10,3.716,22.67,0.009691,0.1769,-2.46,0.007078,0.006563,0.006356,-0.268
3.546e+10,3.836,23.31,0.007896,0.1227,-2.171,0.01358,0.01284,0.01201,-0.3015
3.221e+10,3.886,22.67,0.00801,0.1453,-2.079,0.01047,0.0102,0.009611,-0.2078
3.149e+10,3.758,21.84,0.009787,0.1674,-2.269,0.007857,0.007603,0.007083,-0.252
2.685e+10,4.105,24.99,0.009663,0.162,-1.777,0.009232,0.008893,0.008132,-0.3076
3.421e+10,4.014,28.87,0.01083,0.1763,-2,0.007567,0.007098,0.006768,-0.2755
2.621e+10,3.993,20.77,0.01039,0.157,-2.294,0.009967,0.009336,0.008706,-0.3321
3.594e+10,3.89,26.01,0.01073,0.1579,-2.077,0.009019,0.008487,0.007959,-0.3069
2.96e+10,4.709,27.63,0.009255,0.1257,-1.892,0.01741,0.01599,0.0149,-0.3845
3.2e+10,5.314,22,0.007855,0.1492,-2.484,0.01684,0.01569,0.01455,-0.3598
3.583e+10,5.08,30.78,0.007616,0.1295,-2.421,0.01817,0.01638,0.01574,-0.3581
2.644e+10,4.148,28.33,0.00765,0.1337,-2.048,0.01292,0.01201,0.01138,-0.3126
2.659e+10,4.91,25.89,0.008742,0.1252,-2.506,0.01874,0.01748,0.01621,-0.3557
3.071e+10,5.027,28.77,0.008702,0.1382,-2.118,0.01627,0.01509,0.01418,-0.3398
3.201e+10,5.279,30.52,0.009205,0.1364,-2.392,0.01753,0.01628,0.01514,-0.36
3.014e+10,4.617,27.62,0.008674,0.1247,-2.425,0.01728,0.01556,0.01488,-0.3727
3.215e+10,4.511,24.77,0.00949,0.1512,-2.246,0.01234,0.01144,0.01091,-0.3061
3.632e+10,5.244,20.57,0.008916,0.1332,-2.007,0.02019,0.01855,0.01756,-0.345
3.626e+10,4.584,26.8,0.01037,0.1649,-2.393,0.01081,0.00988,0.009191,-0.4005
2.637e+10,3.848,26.18,0.009349,0.1485,-2.523,0.009767,0.009182,0.008629,-0.3044
3.078e+10,4.931,30.12,0.008032,0.1738,-2.329,0.01073,0.01002,0.009249,-0.3637
3.117e+10,4.766,25.35,0.01002,0.1426,-2.332,0.01475,0.01356,0.01279,-0.353
3.298e+10,3.884,21.79,0.008712,0.1765,-2.013,0.007609,0.007077,0.00693,-0.2338
2.878e+10,3.864,27.85,0.01067,0.1286,-2.03,0.01253,0.01148,0.0108,-0.3667
3.049e+10,5.23,24.1,0.008303,0.1784,-2.419,0.01184,0.01095,0.01029,-0.3461
3.024e+10,3.671,20.79,0.01055,0.1418,-1.801,0.01037,0.009473,0.009015,-0.3473
2.946e+10,3.709,23.01,0.00827,0.1428,-2.216,0.01005,0.009668,0.008975,-0.2739
3.731e+10,4.953,26.56,0.009848,0.1311,-2.439,0.01765,0.01635,0.01529,-0.3533
3.311e+10,4.97,29.91,0.009145,0.1652,-2.169,0.01185,0.01075,0.01037,-0.3346
3.781e+10,4.778,28.44,0.009532,0.1568,-2.421,0.01219,0.01133,0.01064,-0.3347
2.706e+10,3.844,27.17,0.008502,0.1427,-1.864,0.01019,0.009768,0.009271,-0.2313
2.951e+10,4.619,29.75,0.01012,0.1575,-2.534,0.01142,0.01071,0.01013,-0.2964
3.043e+10,4.249,29.48,0.007942,0.1527,-1.876,0.01045,0.01008,0.009336,-0.2747
2.968e+10,5.004,21.66,0.009891,0.1431,-2.469,0.01648,0.01516,0.01409,-0.3863
2.774e+10,4.809,22.17,0.01114,0.1306,-1.913,0.01804,0.01648,0.01547,-0.3812
2.737e+10,4.105,28.98,0.007824,0.1744,-2.248,0.007997,0.007619,0.007277,-0.2323
3.003e+10,3.806,26.75,0.0108,0.1633,-2.293,0.008054,0.007609,0.00697,-0.353
3.032e+10,4.558,28.67,0.008962,0.1551,-1.798,0.01163,0.011,0.01028,-0.3026
2.845e+10,4.981,21.27,0.007741,0.1719,-2.556,0.01208,0.01124,0.01078,-0.2831
2.928e+10,4.208,24.26,0.01074,0.1631,-1.769,0.009755,0.008991,0.008482,-0.3459
3.537e+10,4.48,26.34,0.01012,0.1261,-1.887,0.01648,0.01519,0.01408,-0.3871
3.431e+10,4.058,21.96,0.0101,0.1514,-1.921,0.0108,0.009988,0.009404,-0.3424
3.325e+10,4.342,30.21,0.007447,0.1303,-2.455,0.01426,0.01316,0.01253,-0.3212
2.903e+10,5.335,26.75,0.008664,0.1424,-2.465,0.01732,0.0159,0.01454,-0.4296
3.301e+10,5.258,27.08,0.01063,0.1291,-2.061,0.01984,0.01803,0.01664,-0.4343
2.825e+10,4.847,25.19,0.009153,0.1509,-2.443,0.01355,0.01259,0.01183,-0.3332
3.779e+10,3.762,26,0.01112,0.1769,-2.509,0.006845,0.006698,0.006294,-0.2031
2.99e+10,4.006,29.68,0.008333,0.1665,-1.811,0.008363,0.007943,0.007446,-0.2841
3.41e+10,4.617,26.39,0.01053,0.1434,-1.821,0.01365,0.01276,0.01154,-0.4109
3.585e+10,3.808,30.36,0.00816,0.173,-2.155,0.007197,0.007063,0.006317,-0.3126
3.115e+10,3.985,26.85,0.007875,0.1675,-2.359,0.00825,0.00797,0.0075,-0.2322
3.157e+10,4.084,23.28,0.008156,0.1609,-2.018,0.009625,0.009029,0.008578,-0.284
3.328e+10,3.783,26.5,0.008021,0.1408,-1.848,0.01041,0.009591,0.009363,-0.2662
3.205e+10,5.366,23,0.01058,0.1629,-2.006,0.01482,0.01357,0.01252,-0.4147
2.695e+10,4.301,30.35,0.007755,0.1263,-1.952,0.01462,0.01397,0.01284,-0.3159
2.7e+10,3.995,23.3,0.00747,0.1476,-2.522,0.01058,0.01022,0.009491,-0.2638
